,Country_Name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Transition_Status
0,Chile,2006,6.062851905822754,9.792030334472656,0.8355436325073242,68.06708526611328,0.7442919015884399,0.1563430279493332,0.6336298584938049,0.8041359782218933,0.34765687584877014,Developing
1,Chile,2007,5.697929859161378,9.82944107055664,0.8146209716796875,68.18262481689453,0.6619051098823547,0.2316327840089798,0.7226705551147461,0.7669786810874939,0.3422619104385376,Developing
2,Chile,2008,5.789438724517822,9.853857040405273,0.8037585616111755,68.29376983642578,0.6402016878128052,0.07138780504465103,0.7406673431396484,0.7565241456031799,0.3297032117843628,Developing
3,Chile,2009,6.493686199188232,9.82808780670166,0.8315818309783936,68.40444946289062,0.7466140389442444,0.13687169551849365,0.7342114448547363,0.8083137273788452,0.2998911738395691,Developing
4,Chile,2010,6.635655879974365,9.87519359588623,0.8569552302360535,68.52030944824219,0.7863674759864807,0.09515781700611115,0.7018247246742249,0.8091729879379272,0.3001166880130768,Developing
5,Chile,2011,6.526334762573242,9.92513656616211,0.8190788626670837,68.64616394042969,0.7007341384887695,0.09863622486591339,0.7527555227279663,0.8037434816360474,0.3168761730194092,Developing
6,Chile,2012,6.599128723144531,9.967881202697754,0.8552355766296387,68.7833480834961,0.7336109280586243,0.18186978995800018,0.7821174263954163,0.8153911828994751,0.2875921130180359,Developed
7,Chile,2013,6.740153789520264,9.9987211227417,0.8624047040939331,68.93273162841797,0.7368873357772827,0.07125234603881836,0.7411549091339111,0.8550621867179871,0.2854538857936859,Developed
8,Chile,2014,6.84423828125,10.009037971496582,0.8615521788597107,69.09392547607422,0.7333263754844666,0.20335057377815247,0.7584977149963379,0.8698107600212097,0.27610325813293457,Developed
9,Chile,2015,6.532749652862549,10.022896766662598,0.8271418809890747,69.26559448242188,0.7688814401626587,0.026418419554829597,0.8115113377571106,0.8030247092247009,0.3327467441558838,Developed
10,Chile,2016,6.579056262969972,10.030416488647461,0.8413881659507751,69.43727111816406,0.6522897481918335,0.08794970065355301,0.8581249713897705,0.8692288994789124,0.2830421030521393,Developed
11,Chile,2017,6.320119380950928,10.037578582763672,0.8798407912254333,69.60894012451172,0.7901164889335632,-0.035265177488327026,0.8359875082969666,0.8384748101234436,0.2910420894622803,Developed
12,Latvia,2006,4.709502220153809,9.892733573913574,0.8844987750053406,62.24703598022461,0.6408071517944336,-0.23603874444961548,0.937048614025116,0.6542958617210388,0.2341354489326477,Developing
13,Latvia,2007,4.666971683502197,9.996017456054688,0.8355085849761963,62.38200378417969,0.70017409324646,-0.17417502403259277,0.9239526391029358,0.6725207567214966,0.2468625009059906,Developing
14,Latvia,2008,5.14537525177002,9.970405578613281,0.8554182648658752,63.61173629760742,0.6301114559173584,-0.2103065550327301,0.9263282418251038,0.6386443972587585,0.21490126848220825,Developing
15,Latvia,2009,4.668910503387451,9.831411361694336,0.8069393038749695,64.19232177734375,0.4370645582675934,-0.18647979199886322,0.9420903921127319,0.5250048041343689,0.24219675362110138,Developing
16,Latvia,2011,4.966811656951903,9.892085075378418,0.8360424637794495,64.62722778320312,0.5644644498825073,-0.00937905628234148,0.9342555999755859,0.5632780194282532,0.22171321511268616,Developing
17,Latvia,2012,5.125025272369385,9.944042205810547,0.851195216178894,64.80504608154297,0.5638117790222168,-0.044994886964559555,0.8949793577194214,0.5600128769874573,0.23222452402114868,Developed
18,Latvia,2013,5.069770336151123,9.980222702026367,0.834022581577301,64.98500061035156,0.6305075287818909,-0.08055073022842407,0.8365536332130432,0.6421023607254028,0.2274494171142578,Developed
19,Latvia,2014,5.72911548614502,10.008584976196289,0.8812555074691772,65.10926055908203,0.6706531643867493,-0.05080519989132881,0.8036875128746033,0.6522730588912964,0.22597937285900116,Developed
20,Latvia,2015,5.8805975914001465,10.044742584228516,0.8793724179267883,65.10926055908203,0.6563931703567505,-0.08511669188737869,0.8084003925323486,0.608379602432251,0.22813718020915985,Developed
21,Latvia,2016,5.940446376800537,10.073972702026367,0.9170739650726318,65.10926055908203,0.685299277305603,-0.1644541472196579,0.8676396012306213,0.6537512540817261,0.2313835322856903,Developed
22,Latvia,2017,5.9778175354003915,10.13303279876709,0.8950987458229065,65.10926055908203,0.6995201110839844,-0.1638314425945282,0.7983781099319458,0.623312771320343,0.23175311088562012,Developed
23,Lithuania,2006,5.9544429779052725,9.91431999206543,0.9304399490356445,62.41413879394531,0.5672546029090881,-0.30261915922164917,0.9668786525726318,0.6213234663009644,0.2539982497692108,Developing
24,Lithuania,2007,5.8082847595214835,10.031342506408691,0.9407919645309448,62.27702713012695,0.5896623134613037,-0.2900400161743164,0.9663260579109192,0.589249312877655,0.2791842520236969,Developing
25,Lithuania,2008,5.55392599105835,10.0675687789917,0.9136674404144287,63.07828140258789,0.6210600733757019,-0.2679033577442169,0.960843026638031,0.5328372716903687,0.27579569816589355,Developing
26,Lithuania,2009,5.466920852661133,9.918336868286133,0.932608962059021,64.04663848876953,0.49595579504966736,-0.3107517659664154,0.9788001179695129,0.5261979103088379,0.27083781361579895,Developing
27,Lithuania,2010,5.06582498550415,9.955571174621582,0.8818106055259705,64.35728454589844,0.5193522572517395,-0.2827654480934143,0.9621672034263611,0.47314950823783875,0.272029310464859,Developing
28,Lithuania,2011,5.4324374198913565,10.036890983581543,0.9114112854003906,64.61651611328125,0.5657972693443298,-0.15630850195884705,0.9635116457939148,0.5695334672927856,0.2746366858482361,Developing
29,Lithuania,2012,5.7710371017456055,10.087934494018555,0.9186901450157166,64.8800277709961,0.5030271410942078,-0.281919926404953,0.9569592475891113,0.5809710025787354,0.27738556265830994,Developed
30,Lithuania,2013,5.595689296722412,10.132521629333496,0.9125141501426697,64.92501831054688,0.5558152794837952,-0.24555368721485138,0.9363355040550232,0.5808038115501404,0.2937287390232086,Developed
31,Lithuania,2014,6.125723838806152,10.1754732131958,0.9082398414611816,65.45418548583984,0.5079472064971924,-0.2726309597492218,0.9563478827476501,0.6193429827690125,0.28691068291664124,Developed
32,Lithuania,2015,5.71137809753418,10.202510833740234,0.9285235404968262,65.98335266113281,0.641470193862915,-0.26281458139419556,0.9241740703582764,0.5946096777915955,0.2764516770839691,Developed
33,Lithuania,2016,5.8655524253845215,10.236528396606445,0.937873363494873,66.51252746582031,0.6142393350601196,-0.27543574571609497,0.9493926763534546,0.5941672921180725,0.24985574185848236,Developed
46,Uruguay,2006,5.785868167877197,9.509374618530273,0.9118768572807312,66.93709564208984,0.8065792322158813,-0.12459971010684967,0.4766271114349365,0.7843140363693237,0.30615806579589844,Developing
47,Uruguay,2007,5.69394588470459,9.570131301879883,0.8745765089988708,67.07408905029297,0.7862486243247986,-0.177377387881279,0.6140292286872864,0.7767791152000427,0.27357226610183716,Developing
48,Uruguay,2008,5.663869857788086,9.63612174987793,0.8791138529777527,67.20659637451172,0.8079302310943604,-0.1556018441915512,0.5967669486999512,0.7511680722236633,0.26400578022003174,Developing
49,Uruguay,2009,6.296222686767577,9.674126625061035,0.9238614439964294,67.33775329589844,0.8250494599342346,-0.13118970394134521,0.5439478754997253,0.7934308648109436,0.2545444369316101,Developing
50,Uruguay,2010,6.062010765075684,9.745803833007812,0.8930397629737854,67.46670532226562,0.8322413563728333,-0.17134436964988708,0.4713762402534485,0.806706964969635,0.23117917776107788,Developing
51,Uruguay,2011,6.554047107696532,9.792820930480957,0.8912824392318726,67.595703125,0.8514415621757507,-0.09356427937746048,0.5562860369682312,0.8053456544876099,0.2522500455379486,Developing
52,Uruguay,2012,6.449728488922119,9.824302673339844,0.8646937012672424,67.72479248046875,0.8705900311470032,0.05338675156235695,0.6153495907783508,0.7878680229187012,0.21420274674892426,Developed
53,Uruguay,2013,6.444464683532715,9.866334915161133,0.9172796607017517,67.85398864746094,0.8882780075073242,-0.05708592012524605,0.5856322646141052,0.8263931274414062,0.2532285153865814,Developed
54,Uruguay,2014,6.56144380569458,9.894828796386719,0.9018978476524353,67.98419189453125,0.9043328762054443,-0.08690018206834793,0.5334948897361755,0.8692486882209778,0.25149890780448914,Developed
55,Uruguay,2015,6.628080368041992,9.895024299621582,0.8914934992790222,68.11624908447266,0.9168796539306641,-0.04638279601931572,0.6734756827354431,0.8926609754562378,0.29953810572624207,Developed
56,Uruguay,2016,6.171485424041747,9.905831336975098,0.9003809094429016,68.24830627441406,0.886371910572052,-0.0859544649720192,0.6762127876281738,0.8415488600730896,0.28318026661872864,Developed
57,Uruguay,2017,6.336009979248048,9.917771339416504,0.9138016700744629,68.38036346435547,0.8978516459465027,-0.10476215183734894,0.6265819668769836,0.8358612656593323,0.2803233563899994,Developed
